,Ticker Symbol,Years,Period Ending,Total Revenue,Cost of Goods Sold,"Sales, General and Admin.",Research and Development,Other Operating Items,GICS Sector,GICS Sub Industry,Total Revenue_sum,Cost of Goods Sold_sum,"Sales, General and Admin._sum",Other Operating Items_sum,Research and Development_sum
636,FMC,Year 1,2012-12-31,3,2.0,0.4897,0.112,,Materials,Diversified Chemicals,12,7.0,2.3135,0.0,0.4976
637,FMC,Year 2,2013-12-31,3,1.0,0.4961,0.1156,,Materials,Diversified Chemicals,12,7.0,2.3135,0.0,0.4976
638,FMC,Year 3,2014-12-31,3,2.0,0.5898,0.1263,,Materials,Diversified Chemicals,12,7.0,2.3135,0.0,0.4976
639,FMC,Year 4,2015-12-31,3,2.0,0.7379,0.1437,,Materials,Diversified Chemicals,12,7.0,2.3135,0.0,0.4976
640,FRT,Year 1,2013-12-31,0,0.0,0.03197,,0.160828,Real Estate,Retail REITs,0,0.0,0.13333,0.7000230000000001,0.0
641,FRT,Year 2,2014-12-31,0,0.0,0.032316,,0.170814,Real Estate,Retail REITs,0,0.0,0.13333,0.7000230000000001,0.0
642,FRT,Year 3,2015-12-31,0,0.0,0.035645,,0.174796,Real Estate,Retail REITs,0,0.0,0.13333,0.7000230000000001,0.0
643,FRT,Year 4,2016-12-31,0,0.0,0.033399,,0.193585,Real Estate,Retail REITs,0,0.0,0.13333,0.7000230000000001,0.0
644,FSLR,Year 1,2012-12-31,3,2.0,0.280928,0.13246,,Information Technology,Semiconductors,12,8.0,1.060208,0.0,0.541322
645,FSLR,Year 2,2013-12-31,3,2.0,0.270261,0.1343,,Information Technology,Semiconductors,12,8.0,1.060208,0.0,0.541322
646,FSLR,Year 3,2014-12-31,3,2.0,0.253827,0.143969,,Information Technology,Semiconductors,12,8.0,1.060208,0.0,0.541322
647,FSLR,Year 4,2015-12-31,3,2.0,0.255192,0.130593,,Information Technology,Semiconductors,12,8.0,1.060208,0.0,0.541322
648,FTR,Year 1,2012-12-31,5,,2.676141,,1.266807,Telecommunications Services,Integrated Telecommunications Services,18,0.0,11.238140999999999,4.895807,0.0
649,FTR,Year 2,2013-12-31,4,,2.616,,1.17,Telecommunications Services,Integrated Telecommunications Services,18,0.0,11.238140999999999,4.895807,0.0
650,FTR,Year 3,2014-12-31,4,,2.671,,1.139,Telecommunications Services,Integrated Telecommunications Services,18,0.0,11.238140999999999,4.895807,0.0
651,FTR,Year 4,2015-12-31,5,,3.275,,1.32,Telecommunications Services,Integrated Telecommunications Services,18,0.0,11.238140999999999,4.895807,0.0
652,GD,Year 1,2013-12-31,30,25.0,2.039,,,Industrials,Aerospace & Defense,122,99.0,7.915,0.0,0.0
653,GD,Year 2,2014-12-31,30,24.0,1.984,,,Industrials,Aerospace & Defense,122,99.0,7.915,0.0,0.0
654,GD,Year 3,2015-12-31,31,25.0,1.952,,,Industrials,Aerospace & Defense,122,99.0,7.915,0.0,0.0
655,GD,Year 4,2016-12-31,31,25.0,1.94,,,Industrials,Aerospace & Defense,122,99.0,7.915,0.0,0.0
656,GGP,Year 1,2012-12-31,2,0.0,0.072163,,0.76882,Real Estate,Retail REITs,8,0.0,0.310095,2.870637,0.0
657,GGP,Year 2,2013-12-31,2,0.0,0.076864,,0.749722,Real Estate,Retail REITs,8,0.0,0.310095,2.870637,0.0
658,GGP,Year 3,2014-12-31,2,0.0,0.088705,,0.708406,Real Estate,Retail REITs,8,0.0,0.310095,2.870637,0.0
659,GGP,Year 4,2015-12-31,2,0.0,0.072363,,0.643689,Real Estate,Retail REITs,8,0.0,0.310095,2.870637,0.0
660,GILD,Year 1,2012-12-31,9,2.0,1.461,1.76,,Health Care,Biotechnology,76,11.0,9.569,0.0,9.748
661,GILD,Year 2,2013-12-31,11,2.0,1.699,2.12,,Health Care,Biotechnology,76,11.0,9.569,0.0,9.748
662,GILD,Year 3,2014-12-31,24,3.0,2.983,2.854,,Health Care,Biotechnology,76,11.0,9.569,0.0,9.748
663,GILD,Year 4,2015-12-31,32,4.0,3.426,3.014,,Health Care,Biotechnology,76,11.0,9.569,0.0,9.748
664,GIS,Year 1,2013-05-26,17,11.0,3.5523,,,Consumer Staples,Packaged Foods & Meats,67,43.0,13.4735,0.0,0.0
665,GIS,Year 2,2014-05-25,17,11.0,3.4743,,,Consumer Staples,Packaged Foods & Meats,67,43.0,13.4735,0.0,0.0
666,GIS,Year 3,2015-05-31,17,11.0,3.328,,,Consumer Staples,Packaged Foods & Meats,67,43.0,13.4735,0.0,0.0
667,GIS,Year 4,2016-05-29,16,10.0,3.1189,,,Consumer Staples,Packaged Foods & Meats,67,43.0,13.4735,0.0,0.0
668,GLW,Year 1,2013-12-31,7,4.0,1.126,0.71,0.031,Information Technology,Electronic Components,34,19.0,5.308,0.182,3.036
669,GLW,Year 2,2014-12-31,9,5.0,1.202,0.815,0.033,Information Technology,Electronic Components,34,19.0,5.308,0.182,3.036
670,GLW,Year 3,2015-12-31,9,5.0,1.508,0.769,0.054,Information Technology,Electronic Components,34,19.0,5.308,0.182,3.036
671,GLW,Year 4,2016-12-31,9,5.0,1.472,0.742,0.064,Information Technology,Electronic Components,34,19.0,5.308,0.182,3.036
672,GM,Year 1,2013-12-31,155,137.0,12.382,,,Consumer Discretionary,Automobile Manufacturers,628,558.0,49.655,0.0,0.0
673,GM,Year 2,2014-12-31,155,142.0,12.158,,,Consumer Discretionary,Automobile Manufacturers,628,558.0,49.655,0.0,0.0
674,GM,Year 3,2015-12-31,152,134.0,13.405,,,Consumer Discretionary,Automobile Manufacturers,628,558.0,49.655,0.0,0.0
675,GM,Year 4,2016-12-31,166,145.0,11.71,,,Consumer Discretionary,Automobile Manufacturers,628,558.0,49.655,0.0,0.0
676,GPC,Year 1,2012-12-31,13,9.0,2.65653,,0.098383,Consumer Discretionary,Specialty Stores,57,38.0,12.275978,0.522328,0.0
677,GPC,Year 2,2013-12-31,14,9.0,3.028028,,0.133957,Consumer Discretionary,Specialty Stores,57,38.0,12.275978,0.522328,0.0
678,GPC,Year 3,2014-12-31,15,10.0,3.31403,,0.148313,Consumer Discretionary,Specialty Stores,57,38.0,12.275978,0.522328,0.0
679,GPC,Year 4,2015-12-31,15,10.0,3.27739,,0.141675,Consumer Discretionary,Specialty Stores,57,38.0,12.275978,0.522328,0.0
680,GPN,Year 1,2013-05-31,2,0.0,1.156635,,,Information Technology,Data Processing & Outsourced Services,8,2.0,4.973728,0.0,0.0
681,GPN,Year 2,2014-05-31,2,0.0,1.196512,,,Information Technology,Data Processing & Outsourced Services,8,2.0,4.973728,0.0,0.0
682,GPN,Year 3,2015-05-31,2,1.0,1.295014,,,Information Technology,Data Processing & Outsourced Services,8,2.0,4.973728,0.0,0.0
683,GPN,Year 4,2016-05-31,2,1.0,1.325567,,,Information Technology,Data Processing & Outsourced Services,8,2.0,4.973728,0.0,0.0
684,GPS,Year 1,2013-02-02,15,9.0,,,,Consumer Discretionary,Apparel Retail,62,38.0,0.0,0.0,0.0
685,GPS,Year 2,2014-02-01,16,9.0,,,,Consumer Discretionary,Apparel Retail,62,38.0,0.0,0.0,0.0
686,GPS,Year 3,2015-01-31,16,10.0,,,,Consumer Discretionary,Apparel Retail,62,38.0,0.0,0.0,0.0
687,GPS,Year 4,2016-01-30,15,10.0,,,,Consumer Discretionary,Apparel Retail,62,38.0,0.0,0.0,0.0
688,GRMN,Year 1,2012-12-29,2,1.0,0.508547,0.325773,,Consumer Discretionary,Consumer Electronics,8,4.0,2.057637,0.0,1.5128599999999999
689,GRMN,Year 2,2013-12-28,2,1.0,0.468345,0.364923,,Consumer Discretionary,Consumer Electronics,8,4.0,2.057637,0.0,1.5128599999999999
690,GRMN,Year 3,2014-12-27,2,1.0,0.518665,0.395121,,Consumer Discretionary,Consumer Electronics,8,4.0,2.057637,0.0,1.5128599999999999
691,GRMN,Year 4,2015-12-26,2,1.0,0.56208,0.427043,,Consumer Discretionary,Consumer Electronics,8,4.0,2.057637,0.0,1.5128599999999999
692,GT,Year 1,2013-12-31,19,15.0,2.816,,,Consumer Discretionary,Tires & Rubber,68,50.0,10.975999999999999,0.0,0.0
693,GT,Year 2,2014-12-31,18,13.0,2.815,,,Consumer Discretionary,Tires & Rubber,68,50.0,10.975999999999999,0.0,0.0
694,GT,Year 3,2015-12-31,16,12.0,2.728,,,Consumer Discretionary,Tires & Rubber,68,50.0,10.975999999999999,0.0,0.0
695,GT,Year 4,2016-12-31,15,10.0,2.617,,,Consumer Discretionary,Tires & Rubber,68,50.0,10.975999999999999,0.0,0.0
696,GWW,Year 1,2012-12-31,8,5.0,2.785035,,,Industrials,Industrial Materials,35,20.0,11.522897,0.0,0.0
697,GWW,Year 2,2013-12-31,9,5.0,2.839629,,,Industrials,Industrial Materials,35,20.0,11.522897,0.0,0.0
698,GWW,Year 3,2014-12-31,9,5.0,2.967125,,,Industrials,Industrial Materials,35,20.0,11.522897,0.0,0.0
699,GWW,Year 4,2015-12-31,9,5.0,2.931108,,,Industrials,Industrial Materials,35,20.0,11.522897,0.0,0.0
700,HAL,Year 1,2013-12-31,29,24.0,1.333,,,Energy,Oil & Gas Equipment & Services,99,87.0,2.054,0.0,0.0
701,HAL,Year 2,2014-12-31,32,27.0,0.293,,,Energy,Oil & Gas Equipment & Services,99,87.0,2.054,0.0,0.0
702,HAL,Year 3,2015-12-31,23,21.0,0.2,,,Energy,Oil & Gas Equipment & Services,99,87.0,2.054,0.0,0.0
703,HAL,Year 4,2016-12-31,15,15.0,0.228,,,Energy,Oil & Gas Equipment & Services,99,87.0,2.054,0.0,0.0
704,HAR,Year 1,2013-06-30,4,3.0,0.902869,,,Consumer Discretionary,Consumer Electronics,21,14.0,4.890383,0.0,0.0
705,HAR,Year 2,2014-06-30,5,3.0,1.12694,,,Consumer Discretionary,Consumer Electronics,21,14.0,4.890383,0.0,0.0
706,HAR,Year 3,2015-06-30,6,4.0,1.34751,,,Consumer Discretionary,Consumer Electronics,21,14.0,4.890383,0.0,0.0
707,HAR,Year 4,2016-06-30,6,4.0,1.513064,,,Consumer Discretionary,Consumer Electronics,21,14.0,4.890383,0.0,0.0
708,HAS,Year 1,2012-12-31,4,1.0,1.269586,0.201197,0.092369,Consumer Discretionary,Leisure Products,16,4.0,5.225339,0.40420999999999996,0.874288
709,HAS,Year 2,2013-12-29,4,1.0,1.269777,0.207591,0.125876,Consumer Discretionary,Leisure Products,16,4.0,5.225339,0.40420999999999996,0.874288
710,HAS,Year 3,2014-12-28,4,1.0,1.315793,0.222556,0.099794,Consumer Discretionary,Leisure Products,16,4.0,5.225339,0.40420999999999996,0.874288
711,HAS,Year 4,2015-12-27,4,1.0,1.370183,0.242944,0.086171,Consumer Discretionary,Leisure Products,16,4.0,5.225339,0.40420999999999996,0.874288
712,HBAN,Year 1,2012-12-31,3,0.0,1.789327,,0.193937,Financials,Banks,10,0.0,7.297076,0.573433,0.0
713,HBAN,Year 2,2013-12-31,2,0.0,1.716639,,0.131409,Financials,Banks,10,0.0,7.297076,0.573433,0.0
714,HBAN,Year 3,2014-12-31,2,0.0,1.843069,,0.120266,Financials,Banks,10,0.0,7.297076,0.573433,0.0
715,HBAN,Year 4,2015-12-31,3,0.0,1.948041,,0.127821,Financials,Banks,10,0.0,7.297076,0.573433,0.0
716,HBI,Year 1,2013-12-28,4,3.0,1.096507,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",20,12.0,5.478573,0.0,0.0
717,HBI,Year 2,2015-01-03,5,3.0,1.340453,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",20,12.0,5.478573,0.0,0.0
718,HBI,Year 3,2016-01-02,5,3.0,1.541214,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",20,12.0,5.478573,0.0,0.0
719,HBI,Year 4,2016-12-31,6,3.0,1.500399,,,Consumer Discretionary,"Apparel, Accessories & Luxury Goods",20,12.0,5.478573,0.0,0.0
720,HCA,Year 1,2012-12-31,33,5.0,20.801,,1.679,Health Care,Health Care Facilities,142,22.0,90.91,7.156,0.0
721,HCA,Year 2,2013-12-31,34,5.0,21.667,,1.753,Health Care,Health Care Facilities,142,22.0,90.91,7.156,0.0
722,HCA,Year 3,2014-12-31,36,6.0,23.271,,1.82,Health Care,Health Care Facilities,142,22.0,90.91,7.156,0.0
723,HCA,Year 4,2015-12-31,39,6.0,25.171,,1.904,Health Care,Health Care Facilities,142,22.0,90.91,7.156,0.0
724,HCN,Year 1,2012-12-31,1,0.0,0.15895,,0.50622,Real Estate,REITs,9,3.0,0.871492,3.04239,0.0
725,HCN,Year 2,2013-12-31,2,1.0,0.241719,,0.8658,Real Estate,REITs,9,3.0,0.871492,3.04239,0.0
726,HCN,Year 3,2014-12-31,3,1.0,0.212481,,0.84413,Real Estate,REITs,9,3.0,0.871492,3.04239,0.0
727,HCN,Year 4,2015-12-31,3,1.0,0.258342,,0.82624,Real Estate,REITs,9,3.0,0.871492,3.04239,0.0
728,HCP,Year 1,2013-12-31,2,,0.401324,,0.423312,Real Estate,REITs,6,0.0,2.413037,1.951341,0.0
729,HCP,Year 2,2014-12-31,1,,0.463059,,0.455016,Real Estate,REITs,6,0.0,2.413037,1.951341,0.0
730,HCP,Year 3,2015-12-31,1,,0.706644,,0.504905,Real Estate,REITs,6,0.0,2.413037,1.951341,0.0
731,HCP,Year 4,2016-12-31,2,,0.84201,,0.568108,Real Estate,REITs,6,0.0,2.413037,1.951341,0.0
732,HD,Year 1,2013-02-03,74,48.0,16.508,,1.568,Consumer Discretionary,Home Improvement Retail,323,211.0,65.711,6.525,0.0
733,HD,Year 2,2014-02-02,78,51.0,16.122,,1.627,Consumer Discretionary,Home Improvement Retail,323,211.0,65.711,6.525,0.0
734,HD,Year 3,2015-02-01,83,54.0,16.28,,1.64,Consumer Discretionary,Home Improvement Retail,323,211.0,65.711,6.525,0.0
735,HD,Year 4,2016-01-31,88,58.0,16.801,,1.69,Consumer Discretionary,Home Improvement Retail,323,211.0,65.711,6.525,0.0
736,HES,Year 1,2012-12-31,12,3.0,1.126,,2.866,Energy,Integrated Oil & Gas,39,12.0,3.7369999999999997,12.732,0.0
737,HES,Year 2,2013-12-31,11,3.0,1.045,,2.687,Energy,Integrated Oil & Gas,39,12.0,3.7369999999999997,12.732,0.0
738,HES,Year 3,2014-12-31,10,3.0,0.863,,3.224,Energy,Integrated Oil & Gas,39,12.0,3.7369999999999997,12.732,0.0
739,HES,Year 4,2015-12-31,6,3.0,0.703,,3.955,Energy,Integrated Oil & Gas,39,12.0,3.7369999999999997,12.732,0.0
740,HIG,Year 1,2012-12-31,22,13.0,,,7.08,Financials,Property & Casualty Insurance,78,44.0,0.0,24.081,0.0
741,HIG,Year 2,2013-12-31,20,11.0,,,5.97,Financials,Property & Casualty Insurance,78,44.0,0.0,24.081,0.0
742,HIG,Year 3,2014-12-31,18,10.0,,,5.757,Financials,Property & Casualty Insurance,78,44.0,0.0,24.081,0.0
743,HIG,Year 4,2015-12-31,18,10.0,,,5.274,Financials,Property & Casualty Insurance,78,44.0,0.0,24.081,0.0
744,HOG,Year 1,2012-12-31,5,3.0,1.111232,,,Consumer Discretionary,Motorcycle Manufacturers,21,12.0,4.615582,0.0,0.0
745,HOG,Year 2,2013-12-31,5,3.0,1.124753,,,Consumer Discretionary,Motorcycle Manufacturers,21,12.0,4.615582,0.0,0.0
746,HOG,Year 3,2014-12-31,6,3.0,1.159502,,,Consumer Discretionary,Motorcycle Manufacturers,21,12.0,4.615582,0.0,0.0
747,HOG,Year 4,2015-12-31,5,3.0,1.220095,,,Consumer Discretionary,Motorcycle Manufacturers,21,12.0,4.615582,0.0,0.0
748,HOLX,Year 1,2013-09-28,2,1.0,0.6611,0.1976,0.1126,Health Care,Health Care Equipment,8,4.0,2.559,0.4263,0.8478
749,HOLX,Year 2,2014-09-27,2,1.0,0.5915,0.2032,0.1138,Health Care,Health Care Equipment,8,4.0,2.559,0.4263,0.8478
750,HOLX,Year 3,2015-09-26,2,1.0,0.624,0.2149,0.1102,Health Care,Health Care Equipment,8,4.0,2.559,0.4263,0.8478
751,HOLX,Year 4,2016-09-24,2,1.0,0.6824,0.2321,0.0897,Health Care,Health Care Equipment,8,4.0,2.559,0.4263,0.8478
752,HON,Year 1,2013-12-31,39,28.0,5.19,,,Industrials,Industrial Conglomerates,156,109.0,21.183,0.0,0.0
753,HON,Year 2,2014-12-31,40,28.0,5.518,,,Industrials,Industrial Conglomerates,156,109.0,21.183,0.0,0.0
754,HON,Year 3,2015-12-31,38,26.0,5.006,,,Industrials,Industrial Conglomerates,156,109.0,21.183,0.0,0.0
755,HON,Year 4,2016-12-31,39,27.0,5.469,,,Industrials,Industrial Conglomerates,156,109.0,21.183,0.0,0.0
756,HP,Year 1,2013-09-30,3,1.0,0.12625,0.015235,0.455623,Energy,Oil & Gas Drilling,10,4.0,0.501605,2.186233,0.057512999999999995
757,HP,Year 2,2014-09-30,3,2.0,0.11619,0.015905,0.523984,Energy,Oil & Gas Drilling,10,4.0,0.501605,2.186233,0.057512999999999995
758,HP,Year 3,2015-09-30,3,1.0,0.122878,0.016104,0.608039,Energy,Oil & Gas Drilling,10,4.0,0.501605,2.186233,0.057512999999999995
759,HP,Year 4,2016-09-30,1,0.0,0.136287,0.010269,0.598587,Energy,Oil & Gas Drilling,10,4.0,0.501605,2.186233,0.057512999999999995
760,HPE,Year 1,2014-10-31,55,39.0,8.717,2.197,0.906,Information Technology,"Technology Hardware, Storage & Peripherals",157,111.0,26.183,2.513,6.833
761,HPE,Year 2,2015-10-31,52,37.0,9.047,2.338,0.852,Information Technology,"Technology Hardware, Storage & Peripherals",157,111.0,26.183,2.513,6.833
762,HPE,Year 3,2016-10-31,50,35.0,8.419,2.298,0.755,Information Technology,"Technology Hardware, Storage & Peripherals",157,111.0,26.183,2.513,6.833
763,HPQ,Year 1,2013-10-31,112,86.0,13.267,3.135,1.373,Information Technology,Computer Hardware,267,211.0,27.31,1.62,6.833
764,HPQ,Year 2,2014-10-31,56,45.0,5.361,1.298,0.129,Information Technology,Computer Hardware,267,211.0,27.31,1.62,6.833
765,HPQ,Year 3,2015-10-31,51,41.0,4.663,1.191,0.102,Information Technology,Computer Hardware,267,211.0,27.31,1.62,6.833
766,HPQ,Year 4,2016-10-31,48,39.0,4.019,1.209,0.016,Information Technology,Computer Hardware,267,211.0,27.31,1.62,6.833
767,HRB,Year 1,2013-04-30,2,1.0,0.828095,,0.092407,Financials,Consumer Finance,11,4.0,3.382623,0.541413,0.0
768,HRB,Year 2,2014-04-30,3,1.0,0.830789,,0.115604,Financials,Consumer Finance,11,4.0,3.382623,0.541413,0.0
769,HRB,Year 3,2015-04-30,3,1.0,0.818091,,0.159804,Financials,Consumer Finance,11,4.0,3.382623,0.541413,0.0
770,HRB,Year 4,2016-04-30,3,1.0,0.905648,,0.173598,Financials,Consumer Finance,11,4.0,3.382623,0.541413,0.0
771,HRL,Year 1,2013-10-27,8,7.0,0.62734,,,Consumer Staples,Packaged Foods & Meats,35,28.0,2.893873,0.0,0.0
772,HRL,Year 2,2014-10-26,9,7.0,0.650948,,,Consumer Staples,Packaged Foods & Meats,35,28.0,2.893873,0.0,0.0
773,HRL,Year 3,2015-10-31,9,7.0,0.743611,,,Consumer Staples,Packaged Foods & Meats,35,28.0,2.893873,0.0,0.0
774,HRL,Year 4,2016-10-30,9,7.0,0.871974,,,Consumer Staples,Packaged Foods & Meats,35,28.0,2.893873,0.0,0.0
775,HRS,Year 1,2013-06-28,5,3.0,0.914,,,Information Technology,Telecommunications Equipment,22,14.0,3.896,0.0,0.0
776,HRS,Year 2,2014-06-27,5,3.0,0.82,,,Information Technology,Telecommunications Equipment,22,14.0,3.896,0.0,0.0
777,HRS,Year 3,2015-07-03,5,3.0,0.976,,,Information Technology,Telecommunications Equipment,22,14.0,3.896,0.0,0.0
778,HRS,Year 4,2016-07-01,7,5.0,1.186,,,Information Technology,Telecommunications Equipment,22,14.0,3.896,0.0,0.0
779,HSIC,Year 1,2012-12-29,8,6.0,1.87336,,,Health Care,Health Care Distributors,37,26.0,8.291849,0.0,0.0
780,HSIC,Year 2,2013-12-28,9,6.0,1.97896,,,Health Care,Health Care Distributors,37,26.0,8.291849,0.0,0.0
781,HSIC,Year 3,2014-12-27,10,7.0,2.196173,,,Health Care,Health Care Distributors,37,26.0,8.291849,0.0,0.0
782,HSIC,Year 4,2015-12-26,10,7.0,2.243356,,,Health Care,Health Care Distributors,37,26.0,8.291849,0.0,0.0
783,HST,Year 1,2012-12-31,5,1.0,2.101,,0.722,Real Estate,REITs,20,6.0,8.0,2.836,0.0
784,HST,Year 2,2013-12-31,5,1.0,1.968,,0.697,Real Estate,REITs,20,6.0,8.0,2.836,0.0
785,HST,Year 3,2014-12-31,5,2.0,1.92,,0.701,Real Estate,REITs,20,6.0,8.0,2.836,0.0
786,HST,Year 4,2015-12-31,5,2.0,2.011,,0.716,Real Estate,REITs,20,6.0,8.0,2.836,0.0
787,HSY,Year 1,2012-12-31,6,3.0,1.703796,,,Consumer Staples,Packaged Foods & Meats,27,14.0,7.49552,0.0,0.0
788,HSY,Year 2,2013-12-31,7,3.0,1.924132,,,Consumer Staples,Packaged Foods & Meats,27,14.0,7.49552,0.0,0.0
789,HSY,Year 3,2014-12-31,7,4.0,1.898284,,,Consumer Staples,Packaged Foods & Meats,27,14.0,7.49552,0.0,0.0
790,HSY,Year 4,2015-12-31,7,4.0,1.969308,,,Consumer Staples,Packaged Foods & Meats,27,14.0,7.49552,0.0,0.0
791,HUM,Year 1,2013-12-31,41,32.0,,,6.688,Health Care,Managed Health Care,197,159.0,0.0,29.964,0.0
792,HUM,Year 2,2014-12-31,48,38.0,,,7.972,Health Care,Managed Health Care,197,159.0,0.0,29.964,0.0
793,HUM,Year 3,2015-12-31,54,44.0,,,7.673,Health Care,Managed Health Care,197,159.0,0.0,29.964,0.0
794,HUM,Year 4,2016-12-31,54,45.0,,,7.631,Health Care,Managed Health Care,197,159.0,0.0,29.964,0.0
795,IBM,Year 1,2012-12-31,102,52.0,22.389,5.816,,Information Technology,IT Consulting & Other Services,373,188.0,87.20400000000001,0.0,22.243000000000002
796,IBM,Year 2,2013-12-31,98,49.0,22.629,5.743,,Information Technology,IT Consulting & Other Services,373,188.0,87.20400000000001,0.0,22.243000000000002
797,IBM,Year 3,2014-12-31,92,46.0,22.438,5.437,,Information Technology,IT Consulting & Other Services,373,188.0,87.20400000000001,0.0,22.243000000000002
798,IBM,Year 4,2015-12-31,81,41.0,19.748,5.247,,Information Technology,IT Consulting & Other Services,373,188.0,87.20400000000001,0.0,22.243000000000002
799,IDXX,Year 1,2012-12-31,1,0.0,0.354571,0.082014,,Health Care,Health Care Equipment,4,0.0,1.6959870000000001,0.0,0.367961
800,IDXX,Year 2,2013-12-31,1,0.0,0.401353,0.088003,,Health Care,Health Care Equipment,4,0.0,1.6959870000000001,0.0,0.367961
801,IDXX,Year 3,2014-12-31,1,0.0,0.457598,0.098263,,Health Care,Health Care Equipment,4,0.0,1.6959870000000001,0.0,0.367961
802,IDXX,Year 4,2015-12-31,1,0.0,0.482465,0.099681,,Health Care,Health Care Equipment,4,0.0,1.6959870000000001,0.0,0.367961
803,IFF,Year 1,2012-12-31,2,1.0,0.453535,0.233713,,Materials,Specialty Chemicals,10,4.0,1.98386,0.0,0.993292
804,IFF,Year 2,2013-12-31,2,1.0,0.505877,0.259838,,Materials,Specialty Chemicals,10,4.0,1.98386,0.0,0.993292
805,IFF,Year 3,2014-12-31,3,1.0,0.514891,0.25364,,Materials,Specialty Chemicals,10,4.0,1.98386,0.0,0.993292
806,IFF,Year 4,2015-12-31,3,1.0,0.509557,0.246101,,Materials,Specialty Chemicals,10,4.0,1.98386,0.0,0.993292
807,ILMN,Year 1,2013-12-29,1,0.0,0.397285,0.276743,,Health Care,Life Sciences Tools & Services,6,0.0,1.975743,0.0,1.57074
808,ILMN,Year 2,2014-12-28,1,0.0,0.471921,0.388055,,Health Care,Life Sciences Tools & Services,6,0.0,1.975743,0.0,1.57074
809,ILMN,Year 3,2016-01-03,2,0.0,0.522046,0.401527,,Health Care,Life Sciences Tools & Services,6,0.0,1.975743,0.0,1.57074
810,ILMN,Year 4,2017-01-01,2,0.0,0.584491,0.504415,,Health Care,Life Sciences Tools & Services,6,0.0,1.975743,0.0,1.57074
811,INTC,Year 1,2013-12-28,52,21.0,8.088,10.611,0.291,Information Technology,Semiconductors,221,84.0,32.551,1.144,47.016000000000005
812,INTC,Year 2,2014-12-27,55,20.0,8.136,11.537,0.294,Information Technology,Semiconductors,221,84.0,32.551,1.144,47.016000000000005
813,INTC,Year 3,2015-12-26,55,20.0,7.93,12.128,0.265,Information Technology,Semiconductors,221,84.0,32.551,1.144,47.016000000000005
814,INTC,Year 4,2016-12-31,59,23.0,8.397,12.74,0.294,Information Technology,Semiconductors,221,84.0,32.551,1.144,47.016000000000005
815,INTU,Year 1,2013-07-31,3,0.0,1.534,0.647,0.03,Information Technology,Internet Software & Services,15,0.0,6.713,0.131,3.04
816,INTU,Year 2,2014-07-31,4,0.0,1.601,0.714,0.025,Information Technology,Internet Software & Services,15,0.0,6.713,0.131,3.04
817,INTU,Year 3,2015-07-31,4,0.0,1.771,0.798,0.042,Information Technology,Internet Software & Services,15,0.0,6.713,0.131,3.04
818,INTU,Year 4,2016-07-31,4,0.0,1.807,0.881,0.034,Information Technology,Internet Software & Services,15,0.0,6.713,0.131,3.04
819,IP,Year 1,2012-12-31,21,15.0,3.303,,1.473,Materials,Paper Packaging,89,62.0,13.573,5.704,0.0
820,IP,Year 2,2013-12-31,23,16.0,3.557,,1.531,Materials,Paper Packaging,89,62.0,13.573,5.704,0.0
821,IP,Year 3,2014-12-31,23,16.0,3.494,,1.406,Materials,Paper Packaging,89,62.0,13.573,5.704,0.0
822,IP,Year 4,2015-12-31,22,15.0,3.219,,1.294,Materials,Paper Packaging,89,62.0,13.573,5.704,0.0
823,IPG,Year 1,2012-12-31,6,,6.2791,,,Consumer Discretionary,Advertising,27,0.0,26.2337,0.0,0.0
824,IPG,Year 2,2013-12-31,7,,6.4634,,,Consumer Discretionary,Advertising,27,0.0,26.2337,0.0,0.0
825,IPG,Year 3,2014-12-31,7,,6.7485,,,Consumer Discretionary,Advertising,27,0.0,26.2337,0.0,0.0
826,IPG,Year 4,2015-12-31,7,,6.7427,,,Consumer Discretionary,Advertising,27,0.0,26.2337,0.0,0.0
827,IRM,Year 1,2012-12-31,3,1.0,0.850371,,0.316344,Real Estate,REITs,12,4.0,3.488934,1.336988,0.0
828,IRM,Year 2,2013-12-31,3,1.0,0.924031,,0.322037,Real Estate,REITs,12,4.0,3.488934,1.336988,0.0
829,IRM,Year 3,2014-12-31,3,1.0,0.869572,,0.353143,Real Estate,REITs,12,4.0,3.488934,1.336988,0.0
830,IRM,Year 4,2015-12-31,3,1.0,0.84496,,0.345464,Real Estate,REITs,12,4.0,3.488934,1.336988,0.0
831,ISRG,Year 1,2013-12-31,2,0.0,0.574,0.1677,,Health Care,Health Care Equipment,8,0.0,2.6108,0.0,0.7827
832,ISRG,Year 2,2014-12-31,2,0.0,0.691,0.178,,Health Care,Health Care Equipment,8,0.0,2.6108,0.0,0.7827
